title,link,description,pub_date,source
Holyoke Police searching for robbery suspect - WWLP.com,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lnd3bHAuY29tL25ld3MvY3JpbWUvaG9seW9rZS1wb2xpY2Utc2VhcmNoaW5nLWZvci1yb2JiZXJ5LXN1c3BlY3Qv0gFRaHR0cHM6Ly93d3cud3dscC5jb20vbmV3cy9jcmltZS9ob2x5b2tlLXBvbGljZS1zZWFyY2hpbmctZm9yLXJvYmJlcnktc3VzcGVjdC9hbXAv?oc=5," href=""https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lnd3bHAuY29tL25ld3MvY3JpbWUvaG9seW9rZS1wb2xpY2Utc2VhcmNoaW5nLWZvci1yb2JiZXJ5LXN1c3BlY3Qv0gFRaHR0cHM6Ly93d3cud3dscC5jb20vbmV3cy9jcmltZS9ob2x5b2tlLXBvbGljZS1zZWFyY2hpbmctZm9yLXJvYmJlcnktc3VzcGVjdC9hbXAv?oc=5"" target=""_blank"">Holyoke Police searching for robbery suspect</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WWLP.com</font",2023-07-16 11:46:48+00:00,WWLP.com
Bank robbery suspect arrested after high-speed chase - WSPA 7News,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LndzcGEuY29tL25ld3MvbG9jYWwtbmV3cy9iYW5rLXJvYmJlcnktc3VzcGVjdC1hcnJlc3RlZC1hZnRlci1oaWdoLXNwZWVkLWNoYXNlL9IBXmh0dHBzOi8vd3d3LndzcGEuY29tL25ld3MvbG9jYWwtbmV3cy9iYW5rLXJvYmJlcnktc3VzcGVjdC1hcnJlc3RlZC1hZnRlci1oaWdoLXNwZWVkLWNoYXNlL2FtcC8?oc=5," href=""https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LndzcGEuY29tL25ld3MvbG9jYWwtbmV3cy9iYW5rLXJvYmJlcnktc3VzcGVjdC1hcnJlc3RlZC1hZnRlci1oaWdoLXNwZWVkLWNoYXNlL9IBXmh0dHBzOi8vd3d3LndzcGEuY29tL25ld3MvbG9jYWwtbmV3cy9iYW5rLXJvYmJlcnktc3VzcGVjdC1hcnJlc3RlZC1hZnRlci1oaWdoLXNwZWVkLWNoYXNlL2FtcC8?oc=5"" target=""_blank"">Bank robbery suspect arrested after high-speed chase</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSPA 7News</font",2023-06-01 07:00:00+00:00,WSPA 7News
Andrews Man Sentenced to Life Imprisonment for Robbery and ... - Department of Justice,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lmp1c3RpY2UuZ292L3VzYW8tc2MvcHIvYW5kcmV3cy1tYW4tc2VudGVuY2VkLWxpZmUtaW1wcmlzb25tZW50LXJvYmJlcnktYW5kLW11cmRlci1wb3N0YWwtY2Fycmllci1jby1kZWZlbmRhbnTSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lmp1c3RpY2UuZ292L3VzYW8tc2MvcHIvYW5kcmV3cy1tYW4tc2VudGVuY2VkLWxpZmUtaW1wcmlzb25tZW50LXJvYmJlcnktYW5kLW11cmRlci1wb3N0YWwtY2Fycmllci1jby1kZWZlbmRhbnTSAQA?oc=5"" target=""_blank"">Andrews Man Sentenced to Life Imprisonment for Robbery and ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Department of Justice</font",2023-06-23 07:00:00+00:00,Department of Justice
TPD says gas station clerk planned robbery to leave work early - KTUL,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8va3R1bC5jb20vbmV3cy9sb2NhbC90cGQtc2F5cy1nYXMtc3RhdGlvbi1jbGVyay1wbGFubmVkLXJvYmJlcnktdG8tbGVhdmUtd29yay1lYXJsedIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiWmh0dHBzOi8va3R1bC5jb20vbmV3cy9sb2NhbC90cGQtc2F5cy1nYXMtc3RhdGlvbi1jbGVyay1wbGFubmVkLXJvYmJlcnktdG8tbGVhdmUtd29yay1lYXJsedIBAA?oc=5"" target=""_blank"">TPD says gas station clerk planned robbery to leave work early</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KTUL</font",2023-06-16 07:00:00+00:00,KTUL
Surveillance video released of home invasion robbery in Rockville - FOX 5 DC,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmZveDVkYy5jb20vbmV3cy9zdXJ2ZWlsbGFuY2UtdmlkZW8tcmVsZWFzZWQtb2YtaG9tZS1pbnZhc2lvbi1yb2JiZXJ5LWluLXJvY2t2aWxsZdIBYWh0dHBzOi8vd3d3LmZveDVkYy5jb20vbmV3cy9zdXJ2ZWlsbGFuY2UtdmlkZW8tcmVsZWFzZWQtb2YtaG9tZS1pbnZhc2lvbi1yb2JiZXJ5LWluLXJvY2t2aWxsZS5hbXA?oc=5," href=""https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmZveDVkYy5jb20vbmV3cy9zdXJ2ZWlsbGFuY2UtdmlkZW8tcmVsZWFzZWQtb2YtaG9tZS1pbnZhc2lvbi1yb2JiZXJ5LWluLXJvY2t2aWxsZdIBYWh0dHBzOi8vd3d3LmZveDVkYy5jb20vbmV3cy9zdXJ2ZWlsbGFuY2UtdmlkZW8tcmVsZWFzZWQtb2YtaG9tZS1pbnZhc2lvbi1yb2JiZXJ5LWluLXJvY2t2aWxsZS5hbXA?oc=5"" target=""_blank"">Surveillance video released of home invasion robbery in Rockville</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FOX 5 DC</font",2023-07-19 14:40:55+00:00,FOX 5 DC
Sanford bank robbery sparks investigation near Bank of America - WKMG News 6 & ClickOrlando,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmNsaWNrb3JsYW5kby5jb20vbmV3cy9sb2NhbC8yMDIzLzA3LzA1L3NhbmZvcmQtYmFuay1yb2JiZXJ5LXNwYXJrcy1pbnZlc3RpZ2F0aW9uLW5lYXItYmFuay1vZi1hbWVyaWNhL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmNsaWNrb3JsYW5kby5jb20vbmV3cy9sb2NhbC8yMDIzLzA3LzA1L3NhbmZvcmQtYmFuay1yb2JiZXJ5LXNwYXJrcy1pbnZlc3RpZ2F0aW9uLW5lYXItYmFuay1vZi1hbWVyaWNhL9IBAA?oc=5"" target=""_blank"">Sanford bank robbery sparks investigation near Bank of America</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WKMG News 6 & ClickOrlando</font",2023-07-05 07:00:00+00:00,WKMG News 6 & ClickOrlando
Suspect in Chattanooga Regions Bank robbery identified as man ... - Chattanooga Times Free Press,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRpbWVzZnJlZXByZXNzLmNvbS9uZXdzLzIwMjMvanVuLzA4L3N1c3BlY3QtaW4tcmVnaW9ucy1iYW5rLXJvYmJlcnktdGZwL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRpbWVzZnJlZXByZXNzLmNvbS9uZXdzLzIwMjMvanVuLzA4L3N1c3BlY3QtaW4tcmVnaW9ucy1iYW5rLXJvYmJlcnktdGZwL9IBAA?oc=5"" target=""_blank"">Suspect in Chattanooga Regions Bank robbery identified as man ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Chattanooga Times Free Press</font",2023-06-08 07:00:00+00:00,Chattanooga Times Free Press
Lululemon stands by decision to fire employees who intervened in robbery - CNN,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNi8wNi9idXNpbmVzcy9sdWx1bGVtb24tZmlyZXMtZW1wbG95ZWVzLXN0b3Atcm9iYmVyeS9pbmRleC5odG1s0gFdaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wNi8wNi9idXNpbmVzcy9sdWx1bGVtb24tZmlyZXMtZW1wbG95ZWVzLXN0b3Atcm9iYmVyeS9pbmRleC5odG1s?oc=5," href=""https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNi8wNi9idXNpbmVzcy9sdWx1bGVtb24tZmlyZXMtZW1wbG95ZWVzLXN0b3Atcm9iYmVyeS9pbmRleC5odG1s0gFdaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wNi8wNi9idXNpbmVzcy9sdWx1bGVtb24tZmlyZXMtZW1wbG95ZWVzLXN0b3Atcm9iYmVyeS9pbmRleC5odG1s?oc=5"" target=""_blank"">Lululemon stands by decision to fire employees who intervened in robbery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN</font",2023-06-07 07:00:00+00:00,CNN
Batesville Men Sentenced to Prison for Robbery of Postal Worker - Department of Justice,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lmp1c3RpY2UuZ292L3VzYW8tbmRtcy9wci9iYXRlc3ZpbGxlLW1lbi1zZW50ZW5jZWQtcHJpc29uLXJvYmJlcnktcG9zdGFsLXdvcmtlctIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lmp1c3RpY2UuZ292L3VzYW8tbmRtcy9wci9iYXRlc3ZpbGxlLW1lbi1zZW50ZW5jZWQtcHJpc29uLXJvYmJlcnktcG9zdGFsLXdvcmtlctIBAA?oc=5"" target=""_blank"">Batesville Men Sentenced to Prison for Robbery of Postal Worker</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Department of Justice</font",2023-06-15 07:00:00+00:00,Department of Justice
Damien Boyce Indianapolis: Man charged with armed robbery after asking victim Amber Beraun out on social media - WLS-TV,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL2FybWVkLXJvYmJlcnktYW1iZXItYmVyYXVuLWRhbWllbi1ib3ljZS1pbmRpYW5hcG9saXMvMTM0MjQ3MDMv0gFaaHR0cHM6Ly9hYmM3Y2hpY2Fnby5jb20vYW1wL2FybWVkLXJvYmJlcnktYW1iZXItYmVyYXVuLWRhbWllbi1ib3ljZS1pbmRpYW5hcG9saXMvMTM0MjQ3MDMv?oc=5," href=""https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL2FybWVkLXJvYmJlcnktYW1iZXItYmVyYXVuLWRhbWllbi1ib3ljZS1pbmRpYW5hcG9saXMvMTM0MjQ3MDMv0gFaaHR0cHM6Ly9hYmM3Y2hpY2Fnby5jb20vYW1wL2FybWVkLXJvYmJlcnktYW1iZXItYmVyYXVuLWRhbWllbi1ib3ljZS1pbmRpYW5hcG9saXMvMTM0MjQ3MDMv?oc=5"" target=""_blank"">Damien Boyce Indianapolis: Man charged with armed robbery after asking victim Amber Beraun out on social media</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WLS-TV</font",2023-06-25 07:00:00+00:00,WLS-TV
New York man sentenced to 30 years for murder of Stamford jeweler - FOX61 Hartford,https://news.google.com/rss/articles/CBMilQFodHRwczovL3d3dy5mb3g2MS5jb20vYXJ0aWNsZS9uZXdzL2xvY2FsL25ldy15b3JrLW1hbi1zZW50ZW5jZWQtMzAteWVhcnMtZm9yLXJvYmJlcnktbXVyZGVyLXN0YW1mb3JkLWpld2VsZXIvNTIwLWMzZTUzNzE4LTQ2MTItNGJkMy04OWMzLTMwMjU3MTAzNjdiMdIBmQFodHRwczovL3d3dy5mb3g2MS5jb20vYW1wL2FydGljbGUvbmV3cy9sb2NhbC9uZXcteW9yay1tYW4tc2VudGVuY2VkLTMwLXllYXJzLWZvci1yb2JiZXJ5LW11cmRlci1zdGFtZm9yZC1qZXdlbGVyLzUyMC1jM2U1MzcxOC00NjEyLTRiZDMtODljMy0zMDI1NzEwMzY3YjE?oc=5," href=""https://news.google.com/rss/articles/CBMilQFodHRwczovL3d3dy5mb3g2MS5jb20vYXJ0aWNsZS9uZXdzL2xvY2FsL25ldy15b3JrLW1hbi1zZW50ZW5jZWQtMzAteWVhcnMtZm9yLXJvYmJlcnktbXVyZGVyLXN0YW1mb3JkLWpld2VsZXIvNTIwLWMzZTUzNzE4LTQ2MTItNGJkMy04OWMzLTMwMjU3MTAzNjdiMdIBmQFodHRwczovL3d3dy5mb3g2MS5jb20vYW1wL2FydGljbGUvbmV3cy9sb2NhbC9uZXcteW9yay1tYW4tc2VudGVuY2VkLTMwLXllYXJzLWZvci1yb2JiZXJ5LW11cmRlci1zdGFtZm9yZC1qZXdlbGVyLzUyMC1jM2U1MzcxOC00NjEyLTRiZDMtODljMy0zMDI1NzEwMzY3YjE?oc=5"" target=""_blank"">New York man sentenced to 30 years for murder of Stamford jeweler</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FOX61 Hartford</font",2023-07-05 07:00:00+00:00,FOX61 Hartford
‘You was too pretty to rob’: man accused of armed robbery asked the woman out on Facebook the same day - FOX 59 Indianapolis,https://news.google.com/rss/articles/CBMihQFodHRwczovL2ZveDU5LmNvbS9uZXdzL2luZHljcmltZS95b3Utd2FzLXRvby1wcmV0dHktdG8tcm9iLW1hbi1hY2N1c2VkLW9mLWFybWVkLXJvYmJlcnktYXNrZWQtdGhlLXdvbWFuLW91dC1vbi1mYWNlYm9vay10aGUtc2FtZS1kYXkv0gGJAWh0dHBzOi8vZm94NTkuY29tL25ld3MvaW5keWNyaW1lL3lvdS13YXMtdG9vLXByZXR0eS10by1yb2ItbWFuLWFjY3VzZWQtb2YtYXJtZWQtcm9iYmVyeS1hc2tlZC10aGUtd29tYW4tb3V0LW9uLWZhY2Vib29rLXRoZS1zYW1lLWRheS9hbXAv?oc=5," href=""https://news.google.com/rss/articles/CBMihQFodHRwczovL2ZveDU5LmNvbS9uZXdzL2luZHljcmltZS95b3Utd2FzLXRvby1wcmV0dHktdG8tcm9iLW1hbi1hY2N1c2VkLW9mLWFybWVkLXJvYmJlcnktYXNrZWQtdGhlLXdvbWFuLW91dC1vbi1mYWNlYm9vay10aGUtc2FtZS1kYXkv0gGJAWh0dHBzOi8vZm94NTkuY29tL25ld3MvaW5keWNyaW1lL3lvdS13YXMtdG9vLXByZXR0eS10by1yb2ItbWFuLWFjY3VzZWQtb2YtYXJtZWQtcm9iYmVyeS1hc2tlZC10aGUtd29tYW4tb3V0LW9uLWZhY2Vib29rLXRoZS1zYW1lLWRheS9hbXAv?oc=5"" target=""_blank"">‘You was too pretty to rob’: man accused of armed robbery asked the woman out on Facebook the same day</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FOX 59 Indianapolis</font",2023-06-27 07:00:00+00:00,FOX 59 Indianapolis
U.S. Postal carrier robbed at gunpoint in North Hollywood - KTLA Los Angeles,https://news.google.com/rss/articles/CBMicGh0dHBzOi8va3RsYS5jb20vbmV3cy9sb2NhbC1uZXdzLzUwMDAwLXJld2FyZC1vZmZlcmVkLWluLWFybWVkLXJvYmJlcnktb2YtdS1zLXBvc3RhbC1jYXJyaWVyLWluLW5vcnRoLWhvbGx5d29vZC_SAXRodHRwczovL2t0bGEuY29tL25ld3MvbG9jYWwtbmV3cy81MDAwMC1yZXdhcmQtb2ZmZXJlZC1pbi1hcm1lZC1yb2JiZXJ5LW9mLXUtcy1wb3N0YWwtY2Fycmllci1pbi1ub3J0aC1ob2xseXdvb2QvYW1wLw?oc=5," href=""https://news.google.com/rss/articles/CBMicGh0dHBzOi8va3RsYS5jb20vbmV3cy9sb2NhbC1uZXdzLzUwMDAwLXJld2FyZC1vZmZlcmVkLWluLWFybWVkLXJvYmJlcnktb2YtdS1zLXBvc3RhbC1jYXJyaWVyLWluLW5vcnRoLWhvbGx5d29vZC_SAXRodHRwczovL2t0bGEuY29tL25ld3MvbG9jYWwtbmV3cy81MDAwMC1yZXdhcmQtb2ZmZXJlZC1pbi1hcm1lZC1yb2JiZXJ5LW9mLXUtcy1wb3N0YWwtY2Fycmllci1pbi1ub3J0aC1ob2xseXdvb2QvYW1wLw?oc=5"" target=""_blank"">U.S. Postal carrier robbed at gunpoint in North Hollywood</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KTLA Los Angeles</font",2023-07-14 02:28:36+00:00,KTLA Los Angeles
Brazen robbery unfolds at Rodeo Jewelers in La Verne; employee injured - CBS News,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmNic25ld3MuY29tL2xvc2FuZ2VsZXMvbmV3cy9sYS12ZXJuZS1yb2JiZXJzLXJhbS10aHJvdWdoLXN0b3JlZnJvbnQtc21hc2gtYW5kLWdyYWIv0gFjaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL2xvc2FuZ2VsZXMvbmV3cy9sYS12ZXJuZS1yb2JiZXJzLXJhbS10aHJvdWdoLXN0b3JlZnJvbnQtc21hc2gtYW5kLWdyYWIv?oc=5," href=""https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmNic25ld3MuY29tL2xvc2FuZ2VsZXMvbmV3cy9sYS12ZXJuZS1yb2JiZXJzLXJhbS10aHJvdWdoLXN0b3JlZnJvbnQtc21hc2gtYW5kLWdyYWIv0gFjaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL2xvc2FuZ2VsZXMvbmV3cy9sYS12ZXJuZS1yb2JiZXJzLXJhbS10aHJvdWdoLXN0b3JlZnJvbnQtc21hc2gtYW5kLWdyYWIv?oc=5"" target=""_blank"">Brazen robbery unfolds at Rodeo Jewelers in La Verne; employee injured</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS News</font",2023-07-03 07:00:00+00:00,CBS News
ATM ambush: FBI seeks 2 who robbed armored truck guard at Miami ... - WPLG Local 10,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmxvY2FsMTAuY29tL25ld3MvbG9jYWwvMjAyMy8wNy8yMC9hdG0tYW1idXNoLWZiaS1zZWVrcy0yLXdoby1yb2JiZWQtYXJtb3JlZC10cnVjay1ndWFyZC1hdC1taWFtaS1nYXJkZW5zLWJhbmsv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmxvY2FsMTAuY29tL25ld3MvbG9jYWwvMjAyMy8wNy8yMC9hdG0tYW1idXNoLWZiaS1zZWVrcy0yLXdoby1yb2JiZWQtYXJtb3JlZC10cnVjay1ndWFyZC1hdC1taWFtaS1nYXJkZW5zLWJhbmsv0gEA?oc=5"" target=""_blank"">ATM ambush: FBI seeks 2 who robbed armored truck guard at Miami ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WPLG Local 10</font",2023-07-20 22:12:53+00:00,WPLG Local 10
Sheriff’s Office asks for help identifying suspect after Crossville gas station robbed - WATE 6 On Your Side,https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy53YXRlLmNvbS9uZXdzL2N1bWJlcmxhbmQtY291bnR5LW5ld3Mvc2hlcmlmZnMtb2ZmaWNlLWFza3MtZm9yLWhlbHAtaWRlbnRpZnlpbmctc3VzcGVjdC1hZnRlci1jcm9zc3ZpbGxlLWdhcy1zdGF0aW9uLXJvYmJlZC_SAYsBaHR0cHM6Ly93d3cud2F0ZS5jb20vbmV3cy9jdW1iZXJsYW5kLWNvdW50eS1uZXdzL3NoZXJpZmZzLW9mZmljZS1hc2tzLWZvci1oZWxwLWlkZW50aWZ5aW5nLXN1c3BlY3QtYWZ0ZXItY3Jvc3N2aWxsZS1nYXMtc3RhdGlvbi1yb2JiZWQvYW1wLw?oc=5," href=""https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy53YXRlLmNvbS9uZXdzL2N1bWJlcmxhbmQtY291bnR5LW5ld3Mvc2hlcmlmZnMtb2ZmaWNlLWFza3MtZm9yLWhlbHAtaWRlbnRpZnlpbmctc3VzcGVjdC1hZnRlci1jcm9zc3ZpbGxlLWdhcy1zdGF0aW9uLXJvYmJlZC_SAYsBaHR0cHM6Ly93d3cud2F0ZS5jb20vbmV3cy9jdW1iZXJsYW5kLWNvdW50eS1uZXdzL3NoZXJpZmZzLW9mZmljZS1hc2tzLWZvci1oZWxwLWlkZW50aWZ5aW5nLXN1c3BlY3QtYWZ0ZXItY3Jvc3N2aWxsZS1nYXMtc3RhdGlvbi1yb2JiZWQvYW1wLw?oc=5"" target=""_blank"">Sheriff’s Office asks for help identifying suspect after Crossville gas station robbed</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WATE 6 On Your Side</font",2023-06-13 07:00:00+00:00,WATE 6 On Your Side
"Bank robbery suspect arraigned, held without bail | Local News ... - The Daily News of Newburyport",https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5uZXdidXJ5cG9ydG5ld3MuY29tL25ld3MvbG9jYWxfbmV3cy9iYW5rLXJvYmJlcnktc3VzcGVjdC1hcnJhaWduZWQtaGVsZC13aXRob3V0LWJhaWwvYXJ0aWNsZV8zNWZjYzg1MC0wYTA2LTExZWUtYTlhYS0wN2RlZjMxOGQ0N2MuaHRtbNIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5uZXdidXJ5cG9ydG5ld3MuY29tL25ld3MvbG9jYWxfbmV3cy9iYW5rLXJvYmJlcnktc3VzcGVjdC1hcnJhaWduZWQtaGVsZC13aXRob3V0LWJhaWwvYXJ0aWNsZV8zNWZjYzg1MC0wYTA2LTExZWUtYTlhYS0wN2RlZjMxOGQ0N2MuaHRtbNIBAA?oc=5"" target=""_blank"">Bank robbery suspect arraigned, held without bail | Local News ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Daily News of Newburyport</font",2023-06-13 07:00:00+00:00,The Daily News of Newburyport
"Construction worker shot, killed during attempted robbery on Howard University campus: police - FOX 5 DC",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmZveDVkYy5jb20vbmV3cy9tYW4tc2hvdC1raWxsZWQtZHVyaW5nLWF0dGVtcHRlZC1yb2JiZXJ5LW9uLWhvd2FyZC11bml2ZXJzaXR5LWNhbXB1cy1wb2xpY2XSAWtodHRwczovL3d3dy5mb3g1ZGMuY29tL25ld3MvbWFuLXNob3Qta2lsbGVkLWR1cmluZy1hdHRlbXB0ZWQtcm9iYmVyeS1vbi1ob3dhcmQtdW5pdmVyc2l0eS1jYW1wdXMtcG9saWNlLmFtcA?oc=5," href=""https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmZveDVkYy5jb20vbmV3cy9tYW4tc2hvdC1raWxsZWQtZHVyaW5nLWF0dGVtcHRlZC1yb2JiZXJ5LW9uLWhvd2FyZC11bml2ZXJzaXR5LWNhbXB1cy1wb2xpY2XSAWtodHRwczovL3d3dy5mb3g1ZGMuY29tL25ld3MvbWFuLXNob3Qta2lsbGVkLWR1cmluZy1hdHRlbXB0ZWQtcm9iYmVyeS1vbi1ob3dhcmQtdW5pdmVyc2l0eS1jYW1wdXMtcG9saWNlLmFtcA?oc=5"" target=""_blank"">Construction worker shot, killed during attempted robbery on Howard University campus: police</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FOX 5 DC</font",2023-07-13 07:00:00+00:00,FOX 5 DC
"Manhattan robbery spree suspects stole nearly $20,000 since April, NYPD says - CBS News",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3lvcmsvbmV3cy9tYW5oYXR0YW4tcm9iYmVyeS1zcHJlZS1zdXNwZWN0cy1zdG9sZS1uZWFybHktMjAwMDAtc2luY2UtYXByaWwtbnlwZC1zYXlzL9IBc2h0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9uZXd5b3JrL25ld3MvbWFuaGF0dGFuLXJvYmJlcnktc3ByZWUtc3VzcGVjdHMtc3RvbGUtbmVhcmx5LTIwMDAwLXNpbmNlLWFwcmlsLW55cGQtc2F5cy8?oc=5," href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3lvcmsvbmV3cy9tYW5oYXR0YW4tcm9iYmVyeS1zcHJlZS1zdXNwZWN0cy1zdG9sZS1uZWFybHktMjAwMDAtc2luY2UtYXByaWwtbnlwZC1zYXlzL9IBc2h0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9uZXd5b3JrL25ld3MvbWFuaGF0dGFuLXJvYmJlcnktc3ByZWUtc3VzcGVjdHMtc3RvbGUtbmVhcmx5LTIwMDAwLXNpbmNlLWFwcmlsLW55cGQtc2F5cy8?oc=5"" target=""_blank"">Manhattan robbery spree suspects stole nearly $20,000 since April, NYPD says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS News</font",2023-06-04 07:00:00+00:00,CBS News
"Attempted Fullerton robbery caught on camera: ROK marines veteran fights off crooks who followed him to Orange County, CA home - WLS-TV",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL2Z1bGxlcnRvbi1yb2JiZXJ5LWNhdWdodC1vbi1jYW1lcmEtcm9rLW1hcmluZXMtcGVwcGVyLXNwcmF5LzEzMzUwOTIyL9IBYWh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL2FtcC9mdWxsZXJ0b24tcm9iYmVyeS1jYXVnaHQtb24tY2FtZXJhLXJvay1tYXJpbmVzLXBlcHBlci1zcHJheS8xMzM1MDkyMi8?oc=5," href=""https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL2Z1bGxlcnRvbi1yb2JiZXJ5LWNhdWdodC1vbi1jYW1lcmEtcm9rLW1hcmluZXMtcGVwcGVyLXNwcmF5LzEzMzUwOTIyL9IBYWh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL2FtcC9mdWxsZXJ0b24tcm9iYmVyeS1jYXVnaHQtb24tY2FtZXJhLXJvay1tYXJpbmVzLXBlcHBlci1zcHJheS8xMzM1MDkyMi8?oc=5"" target=""_blank"">Attempted Fullerton robbery caught on camera: ROK marines veteran fights off crooks who followed him to Orange County, CA home</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WLS-TV</font",2023-06-06 07:00:00+00:00,WLS-TV
1 injured after early morning robbery at a Bloomfield business - FOX61 Hartford,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmZveDYxLmNvbS9hcnRpY2xlL25ld3MvY3JpbWUvYmxvb21maWVsZC1hcm1lZC1yb2JiZXJ5LWludmVzdGlnYXRpb24vNTIwLTFmYjNkNzc3LTlhYTctNDljYi1iYmI1LTZiNzY1ZjA3MWQ0MtIBfGh0dHBzOi8vd3d3LmZveDYxLmNvbS9hbXAvYXJ0aWNsZS9uZXdzL2NyaW1lL2Jsb29tZmllbGQtYXJtZWQtcm9iYmVyeS1pbnZlc3RpZ2F0aW9uLzUyMC0xZmIzZDc3Ny05YWE3LTQ5Y2ItYmJiNS02Yjc2NWYwNzFkNDI?oc=5," href=""https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmZveDYxLmNvbS9hcnRpY2xlL25ld3MvY3JpbWUvYmxvb21maWVsZC1hcm1lZC1yb2JiZXJ5LWludmVzdGlnYXRpb24vNTIwLTFmYjNkNzc3LTlhYTctNDljYi1iYmI1LTZiNzY1ZjA3MWQ0MtIBfGh0dHBzOi8vd3d3LmZveDYxLmNvbS9hbXAvYXJ0aWNsZS9uZXdzL2NyaW1lL2Jsb29tZmllbGQtYXJtZWQtcm9iYmVyeS1pbnZlc3RpZ2F0aW9uLzUyMC0xZmIzZDc3Ny05YWE3LTQ5Y2ItYmJiNS02Yjc2NWYwNzFkNDI?oc=5"" target=""_blank"">1 injured after early morning robbery at a Bloomfield business</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FOX61 Hartford</font",2023-06-23 07:00:00+00:00,FOX61 Hartford
