title,link,description,pub_date,source
Dramatic surveillance video shows masked robbers storm south suburban jewelry store at gunpoint - NBC Chicago,https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5uYmNjaGljYWdvLmNvbS9uZXdzL2xvY2FsL2RyYW1hdGljLXN1cnZlaWxsYW5jZS12aWRlby1zaG93cy1tYXNrZWQtcm9iYmVycy1zdG9ybS1zb3V0aC1zdWJ1cmJhbi1qZXdlbHJ5LXN0b3JlLWF0LWd1bnBvaW50LzMxODcwOTgv0gGUAWh0dHBzOi8vd3d3Lm5iY2NoaWNhZ28uY29tL25ld3MvbG9jYWwvZHJhbWF0aWMtc3VydmVpbGxhbmNlLXZpZGVvLXNob3dzLW1hc2tlZC1yb2JiZXJzLXN0b3JtLXNvdXRoLXN1YnVyYmFuLWpld2Vscnktc3RvcmUtYXQtZ3VucG9pbnQvMzE4NzA5OC8_YW1wPTE?oc=5," href=""https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5uYmNjaGljYWdvLmNvbS9uZXdzL2xvY2FsL2RyYW1hdGljLXN1cnZlaWxsYW5jZS12aWRlby1zaG93cy1tYXNrZWQtcm9iYmVycy1zdG9ybS1zb3V0aC1zdWJ1cmJhbi1qZXdlbHJ5LXN0b3JlLWF0LWd1bnBvaW50LzMxODcwOTgv0gGUAWh0dHBzOi8vd3d3Lm5iY2NoaWNhZ28uY29tL25ld3MvbG9jYWwvZHJhbWF0aWMtc3VydmVpbGxhbmNlLXZpZGVvLXNob3dzLW1hc2tlZC1yb2JiZXJzLXN0b3JtLXNvdXRoLXN1YnVyYmFuLWpld2Vscnktc3RvcmUtYXQtZ3VucG9pbnQvMzE4NzA5OC8_YW1wPTE?oc=5"" target=""_blank"">Dramatic surveillance video shows masked robbers storm south suburban jewelry store at gunpoint</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NBC Chicago</font",2023-07-15 02:46:38+00:00,NBC Chicago
Authorities release photos of suspect in Geneva bank robbery - KSNB,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmtzbmJsb2NhbDQuY29tLzIwMjMvMDcvMTIvYXV0aG9yaXRpZXMtcmVsZWFzZS1zdXNwZWN0LWRlc2NyaXB0aW9uLWdlbmV2YS1iYW5rLXJvYmJlcnkv0gFxaHR0cHM6Ly93d3cua3NuYmxvY2FsNC5jb20vMjAyMy8wNy8xMi9hdXRob3JpdGllcy1yZWxlYXNlLXN1c3BlY3QtZGVzY3JpcHRpb24tZ2VuZXZhLWJhbmstcm9iYmVyeS8_b3V0cHV0VHlwZT1hbXA?oc=5," href=""https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmtzbmJsb2NhbDQuY29tLzIwMjMvMDcvMTIvYXV0aG9yaXRpZXMtcmVsZWFzZS1zdXNwZWN0LWRlc2NyaXB0aW9uLWdlbmV2YS1iYW5rLXJvYmJlcnkv0gFxaHR0cHM6Ly93d3cua3NuYmxvY2FsNC5jb20vMjAyMy8wNy8xMi9hdXRob3JpdGllcy1yZWxlYXNlLXN1c3BlY3QtZGVzY3JpcHRpb24tZ2VuZXZhLWJhbmstcm9iYmVyeS8_b3V0cHV0VHlwZT1hbXA?oc=5"" target=""_blank"">Authorities release photos of suspect in Geneva bank robbery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KSNB</font",2023-07-12 15:16:00+00:00,KSNB
"2 men shot and killed following robbery at Lancaster motel, authorities say - KABC-TV",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vYWJjNy5jb20vbGFuY2FzdGVyLWRlYWRseS1zaG9vdGluZy1tb3RlbC1yb2JiZXJ5LzEzMzU4Nzc5L9IBRmh0dHBzOi8vYWJjNy5jb20vYW1wL2xhbmNhc3Rlci1kZWFkbHktc2hvb3RpbmctbW90ZWwtcm9iYmVyeS8xMzM1ODc3OS8?oc=5," href=""https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vYWJjNy5jb20vbGFuY2FzdGVyLWRlYWRseS1zaG9vdGluZy1tb3RlbC1yb2JiZXJ5LzEzMzU4Nzc5L9IBRmh0dHBzOi8vYWJjNy5jb20vYW1wL2xhbmNhc3Rlci1kZWFkbHktc2hvb3RpbmctbW90ZWwtcm9iYmVyeS8xMzM1ODc3OS8?oc=5"" target=""_blank"">2 men shot and killed following robbery at Lancaster motel, authorities say</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KABC-TV</font",2023-06-08 07:00:00+00:00,KABC-TV
Suspect in custody after robbery at Pembroke Pines shopping plaza - CBS News,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmNic25ld3MuY29tL21pYW1pL25ld3Mvc3VzcGVjdC1zb3VnaHQtZm9sbG93aW5nLWF0dGVtcHRlZC1yb2JiZXJ5LWF0LXBlbWJyb2tlLXBpbmVzLXNob3BwaW5nLXBsYXphL9IBc2h0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9taWFtaS9uZXdzL3N1c3BlY3Qtc291Z2h0LWZvbGxvd2luZy1hdHRlbXB0ZWQtcm9iYmVyeS1hdC1wZW1icm9rZS1waW5lcy1zaG9wcGluZy1wbGF6YS8?oc=5," href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmNic25ld3MuY29tL21pYW1pL25ld3Mvc3VzcGVjdC1zb3VnaHQtZm9sbG93aW5nLWF0dGVtcHRlZC1yb2JiZXJ5LWF0LXBlbWJyb2tlLXBpbmVzLXNob3BwaW5nLXBsYXphL9IBc2h0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9taWFtaS9uZXdzL3N1c3BlY3Qtc291Z2h0LWZvbGxvd2luZy1hdHRlbXB0ZWQtcm9iYmVyeS1hdC1wZW1icm9rZS1waW5lcy1zaG9wcGluZy1wbGF6YS8?oc=5"" target=""_blank"">Suspect in custody after robbery at Pembroke Pines shopping plaza</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS News</font",2023-06-07 07:00:00+00:00,CBS News
"Witness, suspect exchange gunfire in River Grove after postal worker targeted in armed robbery - NBC Chicago",https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5uYmNjaGljYWdvLmNvbS9uZXdzL2xvY2FsL3dpdG5lc3Mtc3VzcGVjdC1leGNoYW5nZS1ndW5maXJlLWluLXJpdmVyLWdyb3ZlLWFmdGVyLXBvc3RhbC13b3JrZXItdGFyZ2V0ZWQtaW4tYXJtZWQtcm9iYmVyeS8zMTg5MzY4L9IBkgFodHRwczovL3d3dy5uYmNjaGljYWdvLmNvbS9uZXdzL2xvY2FsL3dpdG5lc3Mtc3VzcGVjdC1leGNoYW5nZS1ndW5maXJlLWluLXJpdmVyLWdyb3ZlLWFmdGVyLXBvc3RhbC13b3JrZXItdGFyZ2V0ZWQtaW4tYXJtZWQtcm9iYmVyeS8zMTg5MzY4Lz9hbXA9MQ?oc=5," href=""https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5uYmNjaGljYWdvLmNvbS9uZXdzL2xvY2FsL3dpdG5lc3Mtc3VzcGVjdC1leGNoYW5nZS1ndW5maXJlLWluLXJpdmVyLWdyb3ZlLWFmdGVyLXBvc3RhbC13b3JrZXItdGFyZ2V0ZWQtaW4tYXJtZWQtcm9iYmVyeS8zMTg5MzY4L9IBkgFodHRwczovL3d3dy5uYmNjaGljYWdvLmNvbS9uZXdzL2xvY2FsL3dpdG5lc3Mtc3VzcGVjdC1leGNoYW5nZS1ndW5maXJlLWluLXJpdmVyLWdyb3ZlLWFmdGVyLXBvc3RhbC13b3JrZXItdGFyZ2V0ZWQtaW4tYXJtZWQtcm9iYmVyeS8zMTg5MzY4Lz9hbXA9MQ?oc=5"" target=""_blank"">Witness, suspect exchange gunfire in River Grove after postal worker targeted in armed robbery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NBC Chicago</font",2023-07-19 03:23:54+00:00,NBC Chicago
Wanted: Suspect for Commercial Robbery in the 19th District [VIDEO ... - Philly Police Blotter,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vYmxvdHRlci5zaXRlcy5waGlsbHlwb2xpY2UuY29tLzIwMjMvMDcvd2FudGVkLXN1c3BlY3QtZm9yLWNvbW1lcmNpYWwtcm9iYmVyeS1pbi10aGUtMTl0aC1kaXN0cmljdC12aWRlby0yL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vYmxvdHRlci5zaXRlcy5waGlsbHlwb2xpY2UuY29tLzIwMjMvMDcvd2FudGVkLXN1c3BlY3QtZm9yLWNvbW1lcmNpYWwtcm9iYmVyeS1pbi10aGUtMTl0aC1kaXN0cmljdC12aWRlby0yL9IBAA?oc=5"" target=""_blank"">Wanted: Suspect for Commercial Robbery in the 19th District [VIDEO ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Philly Police Blotter</font",2023-07-03 07:00:00+00:00,Philly Police Blotter
"Kids duct taped, dad pistol-whipped during robbery in Morganton, police say - WSOC Charlotte",https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy53c29jdHYuY29tL25ld3MvbG9jYWwva2lkcy1kdWN0LXRhcGVkLWRhZC1waXN0b2wtd2hpcHBlZC1kdXJpbmctcm9iYmVyeS1tb3JnYW50b24tcG9saWNlLXNheS9VSVlVV0JQNklGQVozQU9HRFlGRFE3VFRISS_SAZMBaHR0cHM6Ly93d3cud3NvY3R2LmNvbS9uZXdzL2xvY2FsL2tpZHMtZHVjdC10YXBlZC1kYWQtcGlzdG9sLXdoaXBwZWQtZHVyaW5nLXJvYmJlcnktbW9yZ2FudG9uLXBvbGljZS1zYXkvVUlZVVdCUDZJRkFaM0FPR0RZRkRRN1RUSEkvP291dHB1dFR5cGU9YW1w?oc=5," href=""https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy53c29jdHYuY29tL25ld3MvbG9jYWwva2lkcy1kdWN0LXRhcGVkLWRhZC1waXN0b2wtd2hpcHBlZC1kdXJpbmctcm9iYmVyeS1tb3JnYW50b24tcG9saWNlLXNheS9VSVlVV0JQNklGQVozQU9HRFlGRFE3VFRISS_SAZMBaHR0cHM6Ly93d3cud3NvY3R2LmNvbS9uZXdzL2xvY2FsL2tpZHMtZHVjdC10YXBlZC1kYWQtcGlzdG9sLXdoaXBwZWQtZHVyaW5nLXJvYmJlcnktbW9yZ2FudG9uLXBvbGljZS1zYXkvVUlZVVdCUDZJRkFaM0FPR0RZRkRRN1RUSEkvP291dHB1dFR5cGU9YW1w?oc=5"" target=""_blank"">Kids duct taped, dad pistol-whipped during robbery in Morganton, police say</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSOC Charlotte</font",2023-07-10 07:00:00+00:00,WSOC Charlotte
Kim Kardashian Is Grateful Paris Robbery Happened to Her ... - PEOPLE,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vcGVvcGxlLmNvbS9raW0ta2FyZGFzaGlhbi1pcy1ncmF0ZWZ1bC1wYXJpcy1yb2JiZXJ5LWhhcHBlbmVkLXRvLWhlci1ub3Qtc2lzdGVycy03NTU0OTg10gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vcGVvcGxlLmNvbS9raW0ta2FyZGFzaGlhbi1pcy1ncmF0ZWZ1bC1wYXJpcy1yb2JiZXJ5LWhhcHBlbmVkLXRvLWhlci1ub3Qtc2lzdGVycy03NTU0OTg10gEA?oc=5"" target=""_blank"">Kim Kardashian Is Grateful Paris Robbery Happened to Her ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PEOPLE</font",2023-06-29 07:00:00+00:00,PEOPLE
State Police Investigating Bank Robbery - Delaware State Police ... - Delaware.gov,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZHNwLmRlbGF3YXJlLmdvdi8yMDIzLzA2LzIzL3N0YXRlLXBvbGljZS1pbnZlc3RpZ2F0aW5nLWJhbmstcm9iYmVyeS_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZHNwLmRlbGF3YXJlLmdvdi8yMDIzLzA2LzIzL3N0YXRlLXBvbGljZS1pbnZlc3RpZ2F0aW5nLWJhbmstcm9iYmVyeS_SAQA?oc=5"" target=""_blank"">State Police Investigating Bank Robbery - Delaware State Police ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Delaware.gov</font",2023-06-23 07:00:00+00:00,Delaware.gov
State police investigating Upper Mount Bethel Township bank robbery - lehighvalleylive.com,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmxlaGlnaHZhbGxleWxpdmUuY29tL25ld3MvMjAyMy8wNy9zdGF0ZS1wb2xpY2UtaW52ZXN0aWdhdGluZy11cHBlci1tb3VudC1iZXRoZWwtdG93bnNoaXAtYmFuay1yb2JiZXJ5Lmh0bWzSAYUBaHR0cHM6Ly93d3cubGVoaWdodmFsbGV5bGl2ZS5jb20vbmV3cy8yMDIzLzA3L3N0YXRlLXBvbGljZS1pbnZlc3RpZ2F0aW5nLXVwcGVyLW1vdW50LWJldGhlbC10b3duc2hpcC1iYW5rLXJvYmJlcnkuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5," href=""https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmxlaGlnaHZhbGxleWxpdmUuY29tL25ld3MvMjAyMy8wNy9zdGF0ZS1wb2xpY2UtaW52ZXN0aWdhdGluZy11cHBlci1tb3VudC1iZXRoZWwtdG93bnNoaXAtYmFuay1yb2JiZXJ5Lmh0bWzSAYUBaHR0cHM6Ly93d3cubGVoaWdodmFsbGV5bGl2ZS5jb20vbmV3cy8yMDIzLzA3L3N0YXRlLXBvbGljZS1pbnZlc3RpZ2F0aW5nLXVwcGVyLW1vdW50LWJldGhlbC10b3duc2hpcC1iYW5rLXJvYmJlcnkuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5"" target=""_blank"">State police investigating Upper Mount Bethel Township bank robbery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">lehighvalleylive.com</font",2023-07-11 07:00:00+00:00,lehighvalleylive.com
"Alameda County Judge Kevin Murphy robbed at gunpoint in Oakland parking garage, sheriff says - KGO-TV",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vYWJjN25ld3MuY29tL3JvYmJlcnktb2FrbGFuZC1qdWRnZS1yb2JiZWQtYXQtZ3VucG9pbnQtYWxhbWVkYS1jb3VudHktYXJtZWQtMTN0aC1zdHJlZXQtbWFkaXNvbi1pbi8xMzMyOTQ3Mi_SAXdodHRwczovL2FiYzduZXdzLmNvbS9hbXAvcm9iYmVyeS1vYWtsYW5kLWp1ZGdlLXJvYmJlZC1hdC1ndW5wb2ludC1hbGFtZWRhLWNvdW50eS1hcm1lZC0xM3RoLXN0cmVldC1tYWRpc29uLWluLzEzMzI5NDcyLw?oc=5," href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vYWJjN25ld3MuY29tL3JvYmJlcnktb2FrbGFuZC1qdWRnZS1yb2JiZWQtYXQtZ3VucG9pbnQtYWxhbWVkYS1jb3VudHktYXJtZWQtMTN0aC1zdHJlZXQtbWFkaXNvbi1pbi8xMzMyOTQ3Mi_SAXdodHRwczovL2FiYzduZXdzLmNvbS9hbXAvcm9iYmVyeS1vYWtsYW5kLWp1ZGdlLXJvYmJlZC1hdC1ndW5wb2ludC1hbGFtZWRhLWNvdW50eS1hcm1lZC0xM3RoLXN0cmVldC1tYWRpc29uLWluLzEzMzI5NDcyLw?oc=5"" target=""_blank"">Alameda County Judge Kevin Murphy robbed at gunpoint in Oakland parking garage, sheriff says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KGO-TV</font",2023-06-01 07:00:00+00:00,KGO-TV
Millburn NJ postal worker robbery suspect identified by police - NorthJersey.com,https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5ub3J0aGplcnNleS5jb20vc3RvcnkvbmV3cy9iZXJnZW4vaGFja2Vuc2Fjay8yMDIzLzA2LzAxL21pbGxidXJuLW5qLXBvc3RhbC13b3JrZXItcm9iYmVyeS1zdXNwZWN0LWlkZW50aWZpZWQtcG9saWNlLzcwMjc5MTE1MDA3L9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5ub3J0aGplcnNleS5jb20vc3RvcnkvbmV3cy9iZXJnZW4vaGFja2Vuc2Fjay8yMDIzLzA2LzAxL21pbGxidXJuLW5qLXBvc3RhbC13b3JrZXItcm9iYmVyeS1zdXNwZWN0LWlkZW50aWZpZWQtcG9saWNlLzcwMjc5MTE1MDA3L9IBAA?oc=5"" target=""_blank"">Millburn NJ postal worker robbery suspect identified by police</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NorthJersey.com</font",2023-06-01 07:00:00+00:00,NorthJersey.com
"Jewelry store attempted robbery ends in shooting; 1 suspect shot, another on the run: Police - FOX61 Hartford",https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5mb3g2MS5jb20vYXJ0aWNsZS9uZXdzL2NyaW1lL2hhcnRmb3JkLWpld2VsZXJ5LXN0b3JlLXJvYmJlcnktc2hvb3RpbmctY29ubmVjdGljdXQvNTIwLTYyZDM3ZmQ0LTMwNTQtNDRjZC1iZDZjLWIxZjAzMmQ2YjVjMNIBigFodHRwczovL3d3dy5mb3g2MS5jb20vYW1wL2FydGljbGUvbmV3cy9jcmltZS9oYXJ0Zm9yZC1qZXdlbGVyeS1zdG9yZS1yb2JiZXJ5LXNob290aW5nLWNvbm5lY3RpY3V0LzUyMC02MmQzN2ZkNC0zMDU0LTQ0Y2QtYmQ2Yy1iMWYwMzJkNmI1YzA?oc=5," href=""https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5mb3g2MS5jb20vYXJ0aWNsZS9uZXdzL2NyaW1lL2hhcnRmb3JkLWpld2VsZXJ5LXN0b3JlLXJvYmJlcnktc2hvb3RpbmctY29ubmVjdGljdXQvNTIwLTYyZDM3ZmQ0LTMwNTQtNDRjZC1iZDZjLWIxZjAzMmQ2YjVjMNIBigFodHRwczovL3d3dy5mb3g2MS5jb20vYW1wL2FydGljbGUvbmV3cy9jcmltZS9oYXJ0Zm9yZC1qZXdlbGVyeS1zdG9yZS1yb2JiZXJ5LXNob290aW5nLWNvbm5lY3RpY3V0LzUyMC02MmQzN2ZkNC0zMDU0LTQ0Y2QtYmQ2Yy1iMWYwMzJkNmI1YzA?oc=5"" target=""_blank"">Jewelry store attempted robbery ends in shooting; 1 suspect shot, another on the run: Police</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FOX61 Hartford</font",2023-06-13 07:00:00+00:00,FOX61 Hartford
Charlottesville police responding to reported bank robbery on Arlington Boulevard - NBC 29,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5iYzI5LmNvbS8yMDIzLzA3LzE0L2NoYXJsb3R0ZXN2aWxsZS1wb2xpY2UtcmVzcG9uZGluZy1yZXBvcnRlZC1iYW5rLXJvYmJlcnktYXJsaW5ndG9uLWJvdWxldmFyZC_SAXxodHRwczovL3d3dy5uYmMyOS5jb20vMjAyMy8wNy8xNC9jaGFybG90dGVzdmlsbGUtcG9saWNlLXJlc3BvbmRpbmctcmVwb3J0ZWQtYmFuay1yb2JiZXJ5LWFybGluZ3Rvbi1ib3VsZXZhcmQvP291dHB1dFR5cGU9YW1w?oc=5," href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5iYzI5LmNvbS8yMDIzLzA3LzE0L2NoYXJsb3R0ZXN2aWxsZS1wb2xpY2UtcmVzcG9uZGluZy1yZXBvcnRlZC1iYW5rLXJvYmJlcnktYXJsaW5ndG9uLWJvdWxldmFyZC_SAXxodHRwczovL3d3dy5uYmMyOS5jb20vMjAyMy8wNy8xNC9jaGFybG90dGVzdmlsbGUtcG9saWNlLXJlc3BvbmRpbmctcmVwb3J0ZWQtYmFuay1yb2JiZXJ5LWFybGluZ3Rvbi1ib3VsZXZhcmQvP291dHB1dFR5cGU9YW1w?oc=5"" target=""_blank"">Charlottesville police responding to reported bank robbery on Arlington Boulevard</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NBC 29</font",2023-07-14 21:09:00+00:00,NBC 29
Police arrest man in fatal North Miami Beach robbery turned shooting - WPLG Local 10,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmxvY2FsMTAuY29tL25ld3MvbG9jYWwvMjAyMy8wNi8wMS9wb2xpY2UtYXJyZXN0LW1hbi1pbi1mYXRhbC1ub3J0aC1taWFtaS1iZWFjaC1yb2JiZXJ5LXR1cm5lZC1zaG9vdGluZy_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmxvY2FsMTAuY29tL25ld3MvbG9jYWwvMjAyMy8wNi8wMS9wb2xpY2UtYXJyZXN0LW1hbi1pbi1mYXRhbC1ub3J0aC1taWFtaS1iZWFjaC1yb2JiZXJ5LXR1cm5lZC1zaG9vdGluZy_SAQA?oc=5"" target=""_blank"">Police arrest man in fatal North Miami Beach robbery turned shooting</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WPLG Local 10</font",2023-06-01 07:00:00+00:00,WPLG Local 10
Man shot during robbery at Bucktown liquor store - CBS News,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmNic25ld3MuY29tL2NoaWNhZ28vbmV3cy9yb2JiZXJ5LWJ1Y2t0b3duLWxpcXVvci1zdG9yZS_SAUdodHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvY2hpY2Fnby9uZXdzL3JvYmJlcnktYnVja3Rvd24tbGlxdW9yLXN0b3JlLw?oc=5," href=""https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmNic25ld3MuY29tL2NoaWNhZ28vbmV3cy9yb2JiZXJ5LWJ1Y2t0b3duLWxpcXVvci1zdG9yZS_SAUdodHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvY2hpY2Fnby9uZXdzL3JvYmJlcnktYnVja3Rvd24tbGlxdW9yLXN0b3JlLw?oc=5"" target=""_blank"">Man shot during robbery at Bucktown liquor store</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS News</font",2023-07-14 13:34:00+00:00,CBS News
Teen armed robbery suspect dies after being shot by Colorado police - KKTV,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmtrdHYuY29tLzIwMjMvMDYvMDIvdGVlbi1hcm1lZC1yb2JiZXJ5LXN1c3BlY3QtZGllcy1hZnRlci1iZWluZy1zaG90LWJ5LWNvbG9yYWRvLXBvbGljZS_SAXNodHRwczovL3d3dy5ra3R2LmNvbS8yMDIzLzA2LzAyL3RlZW4tYXJtZWQtcm9iYmVyeS1zdXNwZWN0LWRpZXMtYWZ0ZXItYmVpbmctc2hvdC1ieS1jb2xvcmFkby1wb2xpY2UvP291dHB1dFR5cGU9YW1w?oc=5," href=""https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmtrdHYuY29tLzIwMjMvMDYvMDIvdGVlbi1hcm1lZC1yb2JiZXJ5LXN1c3BlY3QtZGllcy1hZnRlci1iZWluZy1zaG90LWJ5LWNvbG9yYWRvLXBvbGljZS_SAXNodHRwczovL3d3dy5ra3R2LmNvbS8yMDIzLzA2LzAyL3RlZW4tYXJtZWQtcm9iYmVyeS1zdXNwZWN0LWRpZXMtYWZ0ZXItYmVpbmctc2hvdC1ieS1jb2xvcmFkby1wb2xpY2UvP291dHB1dFR5cGU9YW1w?oc=5"" target=""_blank"">Teen armed robbery suspect dies after being shot by Colorado police</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KKTV</font",2023-06-02 07:00:00+00:00,KKTV
Teens arrested in armed robbery after leading deputies on chase into Eatonville - KIRO Seattle,https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5raXJvNy5jb20vbmV3cy9sb2NhbC90ZWVucy1hcnJlc3RlZC1hcm1lZC1yb2JiZXJ5LWFmdGVyLWxlYWRpbmctZGVwdXRpZXMtY2hhc2UtaW50by1lYXRvbnZpbGxlL1ZPNUoyMlhGRU5EQUxDTU5FRENWVVpQWllJL9IBlQFodHRwczovL3d3dy5raXJvNy5jb20vbmV3cy9sb2NhbC90ZWVucy1hcnJlc3RlZC1hcm1lZC1yb2JiZXJ5LWFmdGVyLWxlYWRpbmctZGVwdXRpZXMtY2hhc2UtaW50by1lYXRvbnZpbGxlL1ZPNUoyMlhGRU5EQUxDTU5FRENWVVpQWllJLz9vdXRwdXRUeXBlPWFtcA?oc=5," href=""https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5raXJvNy5jb20vbmV3cy9sb2NhbC90ZWVucy1hcnJlc3RlZC1hcm1lZC1yb2JiZXJ5LWFmdGVyLWxlYWRpbmctZGVwdXRpZXMtY2hhc2UtaW50by1lYXRvbnZpbGxlL1ZPNUoyMlhGRU5EQUxDTU5FRENWVVpQWllJL9IBlQFodHRwczovL3d3dy5raXJvNy5jb20vbmV3cy9sb2NhbC90ZWVucy1hcnJlc3RlZC1hcm1lZC1yb2JiZXJ5LWFmdGVyLWxlYWRpbmctZGVwdXRpZXMtY2hhc2UtaW50by1lYXRvbnZpbGxlL1ZPNUoyMlhGRU5EQUxDTU5FRENWVVpQWllJLz9vdXRwdXRUeXBlPWFtcA?oc=5"" target=""_blank"">Teens arrested in armed robbery after leading deputies on chase into Eatonville</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KIRO Seattle</font",2023-06-09 07:00:00+00:00,KIRO Seattle
"CORRECTION: Armed Robbery Suspect Identified (Photo) - City of Portland, Oregon",https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LnBvcnRsYW5kb3JlZ29uLmdvdi9wb2xpY2UvbmV3cy9yZWFkLmNmbT9pZD00OTI5MzfSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LnBvcnRsYW5kb3JlZ29uLmdvdi9wb2xpY2UvbmV3cy9yZWFkLmNmbT9pZD00OTI5MzfSAQA?oc=5"" target=""_blank"">CORRECTION: Armed Robbery Suspect Identified (Photo)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">City of Portland, Oregon</font",2023-06-14 07:00:00+00:00,"City of Portland, Oregon"
Falmouth Bank Robbery Suspect Charged in Federal Court - The Vineyard Gazette - Martha's Vineyard News,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vdmluZXlhcmRnYXpldHRlLmNvbS9uZXdzLzIwMjMvMDcvMjAvZmFsbW91dGgtYmFuay1yb2JiZXJ5LXN1c3BlY3QtY2hhcmdlZC1mZWRlcmFsLWNvdXJ00gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vdmluZXlhcmRnYXpldHRlLmNvbS9uZXdzLzIwMjMvMDcvMjAvZmFsbW91dGgtYmFuay1yb2JiZXJ5LXN1c3BlY3QtY2hhcmdlZC1mZWRlcmFsLWNvdXJ00gEA?oc=5"" target=""_blank"">Falmouth Bank Robbery Suspect Charged in Federal Court</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Vineyard Gazette - Martha's Vineyard News</font",2023-07-20 13:24:00+00:00,The Vineyard Gazette - Martha's Vineyard News
